elo1, elo2, res, round
1571,1677,1-0,9
1648,1475,1-0,9
1362,1642,1/2-1/2,9
1320,1636,1-0,9
1038,1611,0-1,9
1159,1119,1-0,9
2605,2676,1-0,9
2727,2566,1/2-1/2,9
2633,2651,1/2-1/2,9
2601,2642,1/2-1/2,9
2756,2544,1-0,9
2665,2519,1/2-1/2,9
2514,2646,1-0,9
2625,2379,1-0,9
2422,2603,1/2-1/2,9
2498,2573,1/2-1/2,9
2530,2349,1/2-1/2,9
2585,2351,1-0,9
2426,2736,0-1,9
2564,2408,1-0,9
2404,2560,0-1,9
2554,2408,1-0,9
2403,2533,0-1,9
2394,2532,1-0,9
2514,2393,1-0,9
2496,2366,1-0,9
2376,2450,1-0,9
2317,2443,1-0,9
2435,2242,1-0,9
2433,2221,1-0,9
2274,2548,0-1,9
2345,2540,0-1,9
2509,2338,1/2-1/2,9
2324,2491,1-0,9
2482,2278,1-0,9
2468,2321,1-0,9
2277,2462,1/2-1/2,9
2461,2247,1-0,9
2212,2456,1-0,9
2357,2447,1-0,9
2429,2315,1/2-1/2,9
2401,2230,1-0,9
2084,2380,0-1,9
2355,2230,1/2-1/2,9
2066,2482,0-1,9
2350,2150,0-1,9
2308,2123,1/2-1/2,9
2307,2123,1/2-1/2,9
2303,2107,0-1,9
2100,2302,1-0,9
2300,2065,1/2-1/2,9
2087,2288,1-0,9
2287,2065,1-0,9
2275,1839,1-0,9
2202,1900,1-0,9
2001,2279,0-1,9
2182,1985,1/2-1/2,9
2180,1968,1-0,9
1945,2170,0-1,9
1955,2140,1-0,9
1889,2122,1-0,9
1872,2104,0-1,9
2095,1948,0-1,9
1861,2077,0-1,9
1549,2069,1-0,9
1806,2062,1/2-1/2,9
2045,1909,1-0,9
2042,1880,1-0,9
1843,2009,0-1,9
1833,1974,0-1,9
1807,1972,1/2-1/2,9
1950,1335,1-0,9
2037,1454,1/2-1/2,9
2049,1767,1/2-1/2,9
1756,2008,1/2-1/2,9
1926,1724,1-0,9
1761,1899,0-1,9
1874,1701,0-1,9
1676,1855,1/2-1/2,9
1844,1697,1/2-1/2,9
1641,1833,1/2-1/2,9
1562,1828,0-1,9
1808,1348,1-0,9
1775,1497,0-1,9
1575,1774,1/2-1/2,9
1678,1304,1-0,9
1645,1370,0-1,9
1491,1273,1-0,9
1485,1224,1-0,9
2605,2727,0-1,10
2625,2756,1/2-1/2,10
2651,2601,1/2-1/2,10
2642,2514,0-1,10
2566,2633,1/2-1/2,10
2736,2514,0-1,10
2676,2498,1-0,10
2496,2665,1/2-1/2,10
2603,2435,1-0,10
2519,2585,1/2-1/2,10
2338,2530,0-1,10
2573,2433,1-0,10
2564,2422,1/2-1/2,10
2560,2394,1-0,10
2554,2357,1/2-1/2,10
2533,2376,1/2-1/2,10
2646,2461,1-0,10
2548,2401,1-0,10
2544,2324,0-1,10
2540,2317,0-1,10
2380,2488,0-1,10
2379,2482,1/2-1/2,10
2351,2468,1/2-1/2,10
2462,2212,0-1,10
2532,2347,1-0,10
2337,2509,1/2-1/2,10
2315,2482,1-0,10
2450,2287,1-0,10
2447,2277,1-0,10
2269,2429,1-0,10
2230,2428,0-1,10
2242,2412,1/2-1/2,10
2408,2275,1/2-1/2,10
2408,2274,0-1,10
2221,2404,0-1,10
2172,2403,1/2-1/2,10
2393,2202,1-0,10
2380,2150,1-0,10
2366,2100,1-0,10
2135,2355,0-1,10
2349,2087,1-0,10
2107,2339,0-1,10
2491,2174,0-1,10
2456,2131,1-0,10
2443,2123,1-0,10
2170,2345,1/2-1/2,10
2321,2066,1-0,10
2321,2084,1-0,10
2104,2308,1/2-1/2,10
2123,2307,0-1,10
2077,2300,1/2-1/2,10
2279,2045,1-0,10
2278,2044,0-1,10
2251,2038,1-0,10
2247,1955,1-0,10
2065,2230,0-1,10
2211,1889,1-0,10
1951,2180,1/2-1/2,10
2177,1549,1-0,10
1948,2390,0-1,10
2044,2315,0-1,10
2031,2303,1-0,10
2302,2042,1-0,10
2288,2034,1-0,10
2009,2189,0-1,10
1994,2182,1-0,10
2176,1974,1-0,10
1985,2171,1/2-1/2,10
2150,1839,1-0,10
2138,1950,1/2-1/2,10
1944,2119,1/2-1/2,10
2083,1806,1/2-1/2,10
2065,1818,1/2-1/2,10
1929,2063,1-0,10
2062,1694,1/2-1/2,10
1900,2133,1/2-1/2,10
2140,1895,1-0,10
2132,1872,1-0,10
2122,1845,0-1,10
1868,2095,0-1,10
2069,1861,0-1,10
2015,1819,1/2-1/2,10
1828,2009,0-1,10
1787,2001,0-1,10
1781,1986,0-1,10
1720,1973,0-1,10
1972,1808,1-0,10
1701,1972,0-1,10
1574,1969,1/2-1/2,10
1968,1807,1-0,10
1692,1945,0-1,10
1454,1937,1-0,10
1909,1784,0-1,10
1899,1802,1-0,10
1824,2049,1/2-1/2,10
1823,2037,1-0,10
2008,1776,1/2-1/2,10
1767,1889,1/2-1/2,10
1880,1756,0-1,10
1697,1875,0-1,10
1855,1648,1-0,10
1676,1853,0-1,10
1641,1844,1/2-1/2,10
1843,1571,1-0,10
1497,1843,1-0,10
1335,1835,0-1,10
1833,1320,1-0,10
1575,1903,0-1,10
1525,1874,0-1,10
1774,1562,1-0,10
1348,1761,0-1,10
1724,1491,0-1,10
1370,1700,0-1,10
1662,1485,1-0,10
1611,1362,0-1,10
1475,1885,1/2-1/2,10
1301,1775,0-1,10
1716,1159,1-0,10
1450,1636,0-1,10
1224,1645,1-0,10
1304,1038,0-1,10
